run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,16349360128,12529774592,0,0,0,0,0,0,0
2,16349446144,12530589696,0,0,0,0,0,0,0
3,16350052352,12530946048,0,0,0,0,0,0,0
