run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,23622320128,10034638848,0,0,0,199,0,0,0
2,23622320128,10033541120,0,0,0,198,0,0,0
3,23622320128,10033541120,0,0,0,198,0,0,0
