run,phase,MemFree_kB,MemAvailable_kB,Cached_kB,Active_kB,Inactive_kB,Slab_kB,SReclaimable_kB,SUnreclaim_kB,PageTables_kB,KernelStack_kB,Mapped_kB,AnonPages_kB,Mlocked_kB,Dirty_kB,Writeback_kB,SwapTotal_kB,SwapFree_kB,buddyinfo
1,pre,30412704,30213976,99116,369600,718388,235088,38132,196956,10044,6208,96416,1014392,27284,184,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 161435 135169  98268  62992  25303  10684   8109   5373   3217   1682   2037"
1,post,27858620,30134828,2616604,469404,3141468,250996,53880,197116,10756,6384,96620,1015420,27356,24,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  46878  14799  56469  69934  21685   7127   8109   5373   3217   1682   2037"
2,pre,30406712,30208096,99336,369964,718420,235228,38112,197116,10044,6240,96752,1014552,27284,188,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 162681 135991  98713  63385  24751  10643   8116   5372   3217   1681   2038"
2,post,27790360,30150788,2696028,546628,3148312,251588,54220,197368,10428,6416,97236,1016316,27356,24,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  55211  20229  61203  71868  19264   6152   8104   5369   3218   1682   2037"
3,pre,30413616,30215152,99636,370824,718224,235496,38132,197364,10040,6240,97116,1014948,27284,192,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 163203 136203  99116  63821  25459  10160   8113   5364   3213   1687   2037"
3,post,27866980,30144980,2618600,473088,3139500,251088,53752,197336,10192,6224,97320,1015612,27300,20,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  47192  16395  56611  70191  21374   7137   8114   5364   3213   1687   2037"
