run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,8589934592,2581274624,0,0,0,15482,0,0,0
2,8589934592,2581135360,0,0,0,15768,0,0,0
3,8589934592,2581319680,0,0,0,15762,0,0,0
