run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,9663676416,2586701824,0,0,0,13966,0,0,0
2,9663676416,2581516288,0,0,0,13936,0,0,0
3,9663676416,2586542080,0,0,0,13865,0,0,0
