run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,8589934592,4776181760,0,0,0,2611338,0,0,0
2,8589934592,4776132608,0,0,0,2614279,0,0,0
3,8589934592,4775997440,0,0,0,2614466,0,0,0
