run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,7516192768,2603065344,0,0,0,19761,0,0,0
2,7516192768,2602598400,0,0,0,19851,0,0,0
3,7516192768,2603249664,0,0,0,19770,0,0,0
