run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,7516192768,2602721280,0,0,0,19843,0,0,0
2,7516192768,2603331584,0,0,0,19810,0,0,0
3,7516192768,2602287104,0,0,0,19929,0,0,0
