run,phase,MemFree_kB,MemAvailable_kB,Cached_kB,Active_kB,Inactive_kB,Slab_kB,SReclaimable_kB,SUnreclaim_kB,PageTables_kB,KernelStack_kB,Mapped_kB,AnonPages_kB,Mlocked_kB,Dirty_kB,Writeback_kB,SwapTotal_kB,SwapFree_kB,buddyinfo
1,pre,30400132,30204556,105488,380384,717968,235052,38040,197012,10040,6288,102980,1018412,27284,196,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 163721 137399 100428  65234  24874   9639   8106   5356   3219   1689   2039"
1,post,27861780,30144028,2622668,480148,3138608,250380,53592,196788,10152,6368,103548,1017440,27284,24,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  49208  16219  60079  72082  19638   6910   8105   5355   3218   1690   2039"
2,pre,30412776,30217364,105800,379152,718076,234852,38068,196784,10044,6224,103220,1016988,27284,188,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 163791 137074 100105  64917  24571  10023   8105   5354   3219   1690   2039"
2,post,27848192,30131668,2623880,482952,3137500,250552,53608,196944,10408,6368,103288,1017560,27356,24,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  47529  16546  59839  72120  19937   6697   8105   5354   3219   1690   2039"
3,pre,30401068,30205748,105844,379308,718136,235092,38148,196944,10044,6192,103264,1017092,27284,200,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 163170 137971 100782  65568  24540   9651   8109   5355   3219   1690   2039"
3,post,27857720,30141192,2623724,479148,3141252,250676,53700,196976,10760,6400,103676,1017828,27356,24,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  50512  15915  60928  72839  19422   6649   8109   5355   3219   1690   2039"
