run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,8589934592,2581544960,0,0,0,15785,0,0,0
2,8589934592,2580627456,0,0,0,15620,0,0,0
3,8589934592,2581729280,0,0,0,15552,0,0,0
