run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,23622320128,10033033216,0,0,0,199,0,0,0
2,23622320128,10031919104,0,0,0,199,0,0,0
3,23622320128,10032726016,0,0,0,199,0,0,0
