run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,7516192768,2602852352,0,0,0,19784,0,0,0
2,7516192768,2602889216,0,0,0,19752,0,0,0
3,7516192768,2603266048,0,0,0,19430,0,0,0
