run,phase,MemFree_kB,MemAvailable_kB,Cached_kB,Active_kB,Inactive_kB,Slab_kB,SReclaimable_kB,SUnreclaim_kB,PageTables_kB,KernelStack_kB,Mapped_kB,AnonPages_kB,Mlocked_kB,Dirty_kB,Writeback_kB,SwapTotal_kB,SwapFree_kB,buddyinfo
1,pre,30401708,30202304,97936,367928,718452,235220,37920,197300,10044,6240,95352,1013928,27284,184,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 161646 135195  98309  63147  25141  10657   8114   5371   3217   1684   2035"
1,post,27875324,30150796,2615880,479512,3129980,250972,53680,197292,10276,6304,95708,1015008,27284,0,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  49836  14708  56143  69890  22976   6608   8114   5371   3217   1684   2035"
2,pre,30428144,30229016,98248,368392,718436,235452,38164,197288,10040,6208,95672,1014084,27284,192,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 161677 134756  97781  62537  25598  10860   8116   5369   3218   1683   2036"
2,post,27873536,30149824,2616592,477372,3133284,250952,53788,197164,10360,6384,95664,1014936,27356,24,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  48891  14631  55424  69474  22325   7124   8116   5369   3218   1683   2036"
3,pre,30416840,30217772,98452,368752,718424,235184,38088,197096,10040,6240,95868,1014240,27284,192,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 162461 135199  98461  63159  25116  10696   8118   5374   3218   1683   2036"
3,post,27848656,30135456,2626608,478508,3142460,250872,53944,196928,10616,6384,96476,1014772,27356,28,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  49922  16328  57856  70772  21013   6815   8109   5374   3218   1683   2036"
