run,load_time_ms,prompt_eval_time_ms,eval_time_ms,eval_tokens,total_time_ms,major_page_faults,mlock_mib,phase_metadata_ms,phase_mmap_ms,phase_tensors_ms,phase_pinning_ms,phase_context_ms,phase_warmup_ms,phase_prompt_eval_ms,phase_generation_ms,phase_total_wall_ms,phase_metadata_faults,phase_mmap_faults,phase_tensors_faults,phase_pinning_faults,phase_context_faults,phase_warmup_faults,phase_prompt_eval_faults,phase_generation_faults,phase_total_faults,phase_t0_abs_us
1,4425.31,4424.42,436156.0,1999,441013.06,37045,2329.3,222.67,1.33,0.76,935.19,975.77,0.01,4552.51,436587.95,443276.2,0,0,0,0,0,0,35191,1665,36856,7570122045362
2,4451.72,4450.84,436439.55,1999,441334.99,37757,2329.3,222.49,1.34,0.79,933.88,976.97,0.01,4580.78,436883.46,443599.72,0,0,0,0,0,0,35972,1595,37567,7570580688832
3,4444.13,4443.23,436796.1,1999,441683.25,37124,2329.3,221.93,1.33,0.77,936.36,979.86,0.01,4583.84,437239.4,443963.49,0,0,0,0,0,0,35379,1607,36986,7571039660516
