run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,8589934592,2581639168,0,0,0,15013,0,0,0
2,8589934592,2581233664,0,0,0,15743,0,0,0
3,8589934592,2581065728,0,0,0,15202,0,0,0
