run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,9663676416,2586488832,0,0,0,13935,0,0,0
2,9663676416,2587029504,0,0,0,13922,0,0,0
3,9663676416,2586759168,0,0,0,12981,0,0,0
