run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,9663676416,2586480640,0,0,0,12957,0,0,0
2,9663676416,2586521600,0,0,0,13837,0,0,0
3,9663676416,2587185152,0,0,0,13824,0,0,0
