run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,8589934592,4776022016,0,0,0,2646112,0,0,0
2,8589934592,4768780288,0,0,0,2639361,0,0,0
3,8589934592,4775198720,0,0,0,2635205,0,0,0
