run,phase,MemFree_kB,MemAvailable_kB,Cached_kB,Active_kB,Inactive_kB,Slab_kB,SReclaimable_kB,SUnreclaim_kB,PageTables_kB,KernelStack_kB,Mapped_kB,AnonPages_kB,Mlocked_kB,Dirty_kB,Writeback_kB,SwapTotal_kB,SwapFree_kB,buddyinfo
1,pre,30400356,30203224,102436,374500,718108,235164,37980,197184,10040,6224,99860,1015700,27284,184,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 162228 135537  98604  63415  25267  10330   8115   5358   3215   1689   2038"
1,post,27841908,30132696,2630656,483856,3142556,250844,53704,197140,10236,6432,99984,1016476,27284,28,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  51369  16101  58814  71117  20755   6618   8099   5357   3214   1689   2038"
2,pre,30403064,30206232,102984,375204,718200,235096,37960,197136,10036,6288,100400,1015852,27284,200,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 162663 135724  99101  64072  24790  10346   8109   5359   3215   1689   2038"
2,post,27856260,30137144,2621248,476556,3139972,250716,53548,197168,10520,6352,100548,1016548,27284,24,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  47056  14617  57608  70850  21371   6827   8109   5359   3215   1689   2038"
3,pre,30419784,30222912,103056,375472,718096,235028,37904,197124,10036,6224,100476,1016032,27284,188,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 163507 136396  99263  64076  25476  10020   8115   5358   3215   1690   2038"
3,post,27857312,30137788,2620844,477060,3139180,250764,53604,197160,10376,6384,100504,1016688,27664,24,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  48276  15195  58120  71154  21315   6627   8115   5358   3215   1690   2038"
