run,phase,MemFree_kB,MemAvailable_kB,Cached_kB,Active_kB,Inactive_kB,Slab_kB,SReclaimable_kB,SUnreclaim_kB,PageTables_kB,KernelStack_kB,Mapped_kB,AnonPages_kB,Mlocked_kB,Dirty_kB,Writeback_kB,SwapTotal_kB,SwapFree_kB,buddyinfo
1,pre,30395104,30199504,105264,378040,718084,235656,38232,197424,10044,6240,102684,1016388,27284,192,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 164879 138177 101153  65785  24789   9341   8105   5352   3220   1689   2039"
1,post,27858076,30141284,2623388,481820,3137348,250988,53660,197328,10084,6400,102980,1016896,27284,40,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  47289  16075  62479  72805  19305   6636   8105   5352   3220   1689   2039"
2,pre,30404200,30208600,105312,378232,718172,235424,38096,197328,10040,6272,102732,1016528,27284,12,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 163551 136742  99943  64929  24664   9969   8106   5352   3220   1689   2039"
2,post,27844624,30126352,2622248,483108,3134948,250860,53588,197272,10420,6352,102808,1017300,27356,24,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  49155  15621  59893  71852  20377   6538   8106   5352   3220   1689   2039"
3,pre,30401388,30205764,105384,378412,718068,235300,38092,197208,10040,6224,102740,1016660,27284,200,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal 165308 138074 100698  65533  24995   9392   8107   5353   3220   1689   2039"
3,post,27865820,30148284,2622652,481176,3138268,250808,53644,197164,10348,6368,103024,1018324,27356,24,0,0,0,"Node 0, zone      DMA      0      1      0      0      0      0      0      0      1      1      2  | Node 0, zone    DMA32    437    374    352    307    249    195    164    124     98     71    434  | Node 0, zone   Normal  46977  15009  60607  72078  19887   6900   8107   5353   3220   1689   2039"
