run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,9663676416,5849583616,0,0,0,1366923,0,0,0
2,9663676416,5843546112,0,0,0,1369213,0,0,0
3,9663676416,5849186304,0,0,0,1367796,0,0,0
