run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,7516192768,3698716672,0,0,0,6514446,0,0,0
2,7516192768,3696160768,0,0,0,6525151,0,0,0
3,7516192768,3701870592,0,0,0,6518943,0,0,0
