run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,30064771072,4295290880,0,0,0,16629,0,0,0
2,30064771072,4295356416,0,0,0,17220,0,0,0
3,30064771072,4295405568,0,0,0,17336,0,0,0
