run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,30064771072,4300152832,0,0,0,17377,0,0,0
2,30064771072,4301111296,0,0,0,17339,0,0,0
3,30064771072,4300685312,0,0,0,16739,0,0,0
