run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,12884901888,4334878720,0,0,0,40655,0,0,0
2,12884901888,4335063040,0,0,0,40366,0,0,0
3,12884901888,4331921408,0,0,0,40418,0,0,0
