run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,17179869184,4325629952,0,0,0,25553,0,0,0
2,17179869184,4325605376,0,0,0,25499,0,0,0
3,17179869184,4325679104,0,0,0,25596,0,0,0
