run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,23622320128,18090213376,0,0,0,516957,0,0,0
2,23622320128,18092781568,0,0,0,511519,0,0,0
3,23622320128,18090192896,0,0,0,503733,0,0,0
