run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,17179869184,4325548032,0,0,0,25177,0,0,0
2,17179869184,4325527552,0,0,0,25602,0,0,0
3,17179869184,4321284096,0,0,0,24200,0,0,0
