run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,17179869184,4320264192,0,0,0,25689,0,0,0
2,17179869184,4320165888,0,0,0,25519,0,0,0
3,17179869184,4319694848,0,0,0,25488,0,0,0
