run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,17179869184,4319518720,0,0,0,25579,0,0,0
2,17179869184,4319858688,0,0,0,25657,0,0,0
3,17179869184,4319027200,0,0,0,24272,0,0,0
