run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,17179869184,11649052672,0,0,0,1427567,0,0,0
2,17179869184,11642949632,0,0,0,1423480,0,0,0
3,17179869184,11649888256,0,0,0,1437437,0,0,0
