run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,23622320128,4308590592,0,0,0,18958,0,0,0
2,23622320128,4303028224,0,0,0,18939,0,0,0
3,23622320128,4308267008,0,0,0,18994,0,0,0
