run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,23622320128,4307275776,0,0,0,18210,0,0,0
2,23622320128,4307632128,0,0,0,19056,0,0,0
3,23622320128,4307656704,0,0,0,18993,0,0,0
