run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,12884901888,4328341504,0,0,0,40708,0,0,0
2,12884901888,4328906752,0,0,0,40579,0,0,0
3,12884901888,4328828928,0,0,0,38771,0,0,0
