run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,17179869184,11645804544,0,0,0,1605184,0,0,0
2,17179869184,11651284992,0,0,0,1608378,0,0,0
3,17179869184,11649372160,0,0,0,1606400,0,0,0
