run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,30064771072,24533491712,0,0,0,225944,0,0,0
2,30064771072,24531685376,0,0,0,230650,0,0,0
3,30064771072,24536305664,0,0,0,224801,0,0,0
