run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,30064771072,4300812288,0,0,0,16722,0,0,0
2,30064771072,4301062144,0,0,0,17219,0,0,0
3,30064771072,4301094912,0,0,0,16990,0,0,0
