run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,23622320128,4314284032,0,0,0,18997,0,0,0
2,23622320128,4313743360,0,0,0,18948,0,0,0
3,23622320128,4313837568,0,0,0,18417,0,0,0
