run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,23622320128,18089193472,0,0,0,551799,0,0,0
2,23622320128,18088468480,0,0,0,552144,0,0,0
3,23622320128,18092740608,0,0,0,555295,0,0,0
