run,memory.peak,memory.current,memory.swap.peak,events.low,events.high,events.max,events.oom,events.oom_kill,events.oom_group_kill
1,30064771072,4289396736,0,0,0,17410,0,0,0
2,30064771072,4294983680,0,0,0,17139,0,0,0
3,30064771072,4294574080,0,0,0,16608,0,0,0
